,match,BowlingTeam,bowling_pos,bowlerName,O,M,R,W,ECON,0s,4s,6s,WD,NB
2084,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,3,Lasith Malinga,4,0,24,2,6.00,10,2,0,1,0
2085,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,4,Harbhajan Singh,4,0,44,2,11.00,6,2,3,3,0
2086,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,5,Kieron Pollard,4,0,17,3,4.25,10,0,0,2,0
2087,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,1,Andrew Symonds,4,0,18,1,4.50,14,2,0,1,0
2088,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,2,Ryan Harris,4,0,29,3,7.25,11,3,1,1,0
2089,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,3,RP Singh,4,0,33,0,8.25,10,2,2,1,0
2090,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,4,Pragyan Ojha,4,0,27,1,6.75,7,1,1,0,0
2091,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,5,Harmeet Singh,4,0,22,1,5.50,11,3,0,0,0
2092,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,1,Ravichandran Ashwin,4,0,14,1,3.50,15,0,1,0,0
2093,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,2,Doug Bollinger,4,1,13,4,3.25,18,2,0,0,0
2094,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,3,Muthiah Muralidaran,4,0,16,1,4.00,14,1,0,0,0
2095,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,4,Albie Morkel,3,0,15,1,5.00,9,2,0,0,0
2096,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,5,Shadab Jakati,4,0,44,2,11.00,8,4,1,2,0
2097,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,6,Suresh Raina,0.2,0,0,1,0.00,2,0,0,0,0
2098,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Anil Kumble,3.3,0,16,4,4.57,13,1,1,0,0
2099,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Praveen Kumar,4,0,18,2,4.50,13,2,0,0,0
2100,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Dale Steyn,3,1,11,1,3.66,15,2,0,2,0
2101,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Nayan Doshi,4,0,17,1,4.25,14,0,1,1,0
2102,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Kevin Pietersen,1,0,10,0,10.00,2,2,0,0,0
2103,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Balachandra Akhil,1,0,6,0,6.00,3,1,0,0,0
2104,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Jacques Kallis,2,1,3,2,1.50,9,0,0,0,0
2105,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,1,Ryan Harris,3,0,14,0,4.66,12,2,0,1,0
2106,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,2,Andrew Symonds,3,0,17,0,5.66,8,2,0,0,0
2107,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,3,Pragyan Ojha,3.5,0,22,0,5.73,12,2,1,0,0
2108,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,4,Rahul Sharma,3,0,24,1,8.00,5,2,1,0,0
2109,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,5,Harmeet Singh,1,0,7,0,7.00,2,1,0,0,0
2110,Chennai Super Kings vs Mumbai Indians,Mumbai Indians,1,Harbhajan Singh,4,0,30,0,7.50,10,1,2,0,0
2111,Chennai Super Kings vs Mumbai Indians,Mumbai Indians,2,Lasith Malinga,4,0,33,0,8.25,11,4,0,1,0
2112,Chennai Super Kings vs Mumbai Indians,Mumbai Indians,3,Zaheer Khan,4,0,34,1,8.50,9,2,2,1,0
2113,Chennai Super Kings vs Mumbai Indians,Mumbai Indians,4,Dilhara Fernando,4,0,23,2,5.75,14,2,1,2,0
2114,Chennai Super Kings vs Mumbai Indians,Mumbai Indians,5,Kieron Pollard,4,0,45,1,11.25,3,2,3,0,0
2115,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,1,Ravichandran Ashwin,4,1,24,0,6.00,13,3,0,2,0
2116,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,2,Doug Bollinger,4,0,31,1,7.75,10,2,2,0,0
2117,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,3,Albie Morkel,3,0,20,1,6.66,8,3,0,1,0
2118,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,4,Muthiah Muralidaran,4,0,17,1,4.25,11,1,0,0,0
2119,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,5,Shadab Jakati,3,0,26,2,8.66,6,1,2,0,0
2120,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,6,Suresh Raina,2,0,21,1,10.50,4,2,1,2,0
2121,Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,1,Iqbal Abdulla,4,0,26,1,6.50,7,3,0,0,0
2122,Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,2,Yusuf Pathan,3,0,19,1,6.33,7,2,0,1,0
2123,Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,3,Lakshmipathy Balaji,4,0,25,0,6.25,8,2,0,0,0
2124,Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,4,Jacques Kallis,3,0,34,2,11.33,5,5,1,0,0
2125,Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,5,Sarabjit Ladda,3,0,29,0,9.66,7,1,3,0,0
2126,Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,6,Rajat Bhatia,3,0,19,0,6.33,2,1,0,0,0
2127,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,1,Albie Morkel,3,0,32,0,10.66,2,5,0,1,0
2128,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,2,Tim Southee,4,0,30,1,7.50,9,4,0,0,0
2129,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,3,Ravichandran Ashwin,4,0,26,1,6.50,11,2,0,1,0
2130,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,4,Suraj Randiv,4,0,33,1,8.25,9,2,2,1,0
2131,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,5,Shadab Jakati,4,0,26,1,6.50,7,1,1,0,0
2132,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,6,Suresh Raina,1,0,3,1,3.00,3,0,0,0,0
2133,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,1,Jacob Oram,2,0,13,0,6.50,6,1,0,0,0
2134,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,2,Amit Singh,4,0,35,3,8.75,11,4,2,0,0
2135,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,3,Johan Botha,4,0,31,0,7.75,6,2,1,0,0
2136,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,4,Siddharth Trivedi,4,0,15,3,3.75,13,1,0,0,0
2137,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,5,Shane Warne,4,0,21,2,5.25,13,0,1,1,0
2138,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,6,Ashok Menaria,1,0,8,0,8.00,1,1,0,0,0
2139,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,7,Stuart Binny,1,0,14,0,14.00,0,1,1,0,0
2140,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,1,Pragyan Ojha,3.5,0,44,0,11.47,3,5,1,0,0
2141,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,2,Dale Steyn,4,0,18,2,4.50,16,3,0,0,1
2142,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,3,Ishant Sharma,4,0,24,0,6.00,13,2,1,1,1
2143,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,4,Dan Christian,3,0,25,0,8.33,6,3,0,0,0
2144,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,5,Amit Mishra,4,0,28,0,7.00,9,2,1,0,0
2145,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Zaheer Khan,4,0,28,1,7.00,10,2,1,0,0
2146,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Dirk Nannes,3,0,31,1,10.33,5,4,1,1,0
2147,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Daniel Vettori,4,0,17,1,4.25,11,1,0,0,0
2148,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Tillakaratne Dilshan,4,0,30,1,7.50,7,2,1,0,0
2149,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Abhimanyu Mithun,1,0,19,0,19.00,2,1,2,0,1
2150,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Virat Kohli,2,0,14,1,7.00,4,2,0,0,0
2151,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Asad Pathan,2,0,19,0,9.50,3,1,0,2,0
2152,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Kochi Tuskers Kerala,1,RP Singh,3,0,29,0,9.66,5,3,0,4,0
2153,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Kochi Tuskers Kerala,2,Sreesanth,3,0,28,1,9.33,6,2,1,1,2
2154,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Kochi Tuskers Kerala,3,Ravindra Jadeja,4,0,28,1,7.00,8,2,1,1,0
2155,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Kochi Tuskers Kerala,4,Vinay Kumar,3.4,0,26,1,7.09,12,5,0,1,0
2156,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Kochi Tuskers Kerala,5,Muthiah Muralidaran,4,0,27,0,6.75,10,0,2,0,0
2157,Kochi Tuskers Kerala vs Royal Challengers Bangalore,Kochi Tuskers Kerala,6,Raiphi Gomez,1,0,20,1,20.00,1,0,3,0,0
2158,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,1,Harbhajan Singh,3,0,14,2,4.66,11,0,1,1,0
2159,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,2,Lasith Malinga,3.4,1,13,5,3.54,16,2,0,1,0
2160,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,3,Ali Murtaza,4,0,21,1,5.25,13,3,0,1,0
2161,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,4,Munaf Patel,3,0,20,0,6.66,10,2,1,0,0
2162,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,5,Kieron Pollard,3,0,18,0,6.00,5,1,0,1,0
2163,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,6,James Franklin,1,0,9,0,9.00,0,1,0,0,0
2164,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,1,Ashok Dinda,2,0,7,0,3.50,8,1,0,0,0
2165,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,2,Morne Morkel,4,0,29,1,7.25,8,3,0,3,0
2166,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,3,Irfan Pathan,2.5,0,14,0,4.94,9,1,0,3,0
2167,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,4,Umesh Yadav,2,0,16,0,8.00,3,2,0,0,0
2168,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,5,Roelof van der Merwe,4,0,16,0,4.00,14,0,1,0,0
2169,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,6,Aaron Finch,2,0,13,0,6.50,5,1,0,1,0
2170,Kings XI Punjab vs Pune Warriors,Pune Warriors,1,Alfonso Thomas,4,0,27,2,6.75,11,2,1,1,0
2171,Kings XI Punjab vs Pune Warriors,Pune Warriors,2,Shrikant Wagh,3,0,16,3,5.33,11,2,0,3,0
2172,Kings XI Punjab vs Pune Warriors,Pune Warriors,3,Wayne Parnell,4,0,20,1,5.00,16,4,0,0,0
2173,Kings XI Punjab vs Pune Warriors,Pune Warriors,4,Murali Kartik,1,0,10,0,10.00,3,2,0,0,1
2174,Kings XI Punjab vs Pune Warriors,Pune Warriors,5,Jesse Ryder,3,1,9,1,3.00,11,0,0,1,0
2175,Kings XI Punjab vs Pune Warriors,Pune Warriors,6,Mithun Manhas,3,0,14,0,4.66,8,1,0,0,0
2176,Kings XI Punjab vs Pune Warriors,Pune Warriors,7,Rahul Sharma,2,0,12,0,6.00,5,1,0,0,0
2177,Kings XI Punjab vs Pune Warriors,Kings XI Punjab,1,Praveen Kumar,3,0,28,1,9.33,8,2,2,1,0
2178,Kings XI Punjab vs Pune Warriors,Kings XI Punjab,2,Nathan Rimmington,3,0,19,0,6.33,10,3,0,0,0
2179,Kings XI Punjab vs Pune Warriors,Kings XI Punjab,3,Ryan McLaren,3,0,26,1,8.66,8,5,0,0,0
2180,Kings XI Punjab vs Pune Warriors,Kings XI Punjab,4,Piyush Chawla,1,0,12,0,12.00,3,1,1,0,0
2181,Kings XI Punjab vs Pune Warriors,Kings XI Punjab,5,Abhishek Nayar,3.1,0,27,1,8.52,8,3,1,2,0
2182,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,1,Dale Steyn,4,0,33,1,8.25,11,6,0,1,0
2183,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,2,Ishant Sharma,3,0,27,0,9.00,6,5,0,0,0
2184,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,3,Dan Christian,2,0,19,0,9.50,4,3,0,1,0
2185,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,4,Amit Mishra,4,0,19,2,4.75,12,2,0,0,0
2186,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,5,Pragyan Ojha,4,0,26,0,6.50,10,3,0,1,0
2187,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,6,Dwaraka Ravi Teja,1,0,9,0,9.00,1,1,0,0,0
2188,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,7,Jean-Paul Duminy,2,0,23,1,11.50,5,0,3,0,0
2189,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,1,Iqbal Abdulla,4,0,24,3,6.00,13,2,1,0,0
2190,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,2,Lakshmipathy Balaji,4,0,31,0,7.75,8,3,1,1,0
2191,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,3,Yusuf Pathan,3,0,22,0,7.33,8,2,1,0,0
2192,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,4,Jaydev Unadkat,4,0,36,2,9.00,9,2,2,2,0
2193,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,5,Rajat Bhatia,4,0,29,2,7.25,7,4,0,0,0
2194,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,6,Ryan ten Doeschate,1,0,7,0,7.00,0,0,0,1,0
2195,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,1,Shaun Tait,4,0,39,2,9.75,10,6,1,0,1
2196,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,2,Amit Singh,4,1,18,1,4.50,17,3,0,1,0
2197,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,3,Johan Botha,4,0,36,0,9.00,9,1,3,0,0
2198,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,4,Siddharth Trivedi,4,0,36,1,9.00,8,2,2,2,0
2199,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,5,Shane Warne,4,0,17,2,4.25,16,2,0,0,0
2200,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,1,Ashok Dinda,3.3,0,34,1,9.71,10,5,1,0,2
2201,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,2,Morne Morkel,4,0,11,1,2.75,14,0,0,0,0
2202,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,3,Irfan Pathan,3,0,32,1,10.66,8,2,3,1,0
2203,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,4,Roelof van der Merwe,4,0,41,1,10.25,5,5,1,0,0
2204,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,5,Shahbaz Nadeem,4,0,25,0,6.25,10,1,1,0,0
2205,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,1,Lasith Malinga,4,0,32,2,8.00,11,4,1,1,0
2206,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,2,Munaf Patel,3,0,10,0,3.33,9,0,0,0,0
2207,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,3,Kieron Pollard,4,0,25,2,6.25,11,2,1,1,0
2208,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,4,Ali Murtaza,4,0,26,0,6.50,9,2,1,0,0
2209,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,5,Harbhajan Singh,4,0,27,0,6.75,8,3,0,2,0
2210,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,6,James Franklin,1,0,9,0,9.00,0,1,0,0,0
2211,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,1,Zaheer Khan,4,0,36,0,9.00,14,5,2,1,0
2212,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,2,Daniel Vettori,4,0,18,0,4.50,11,1,0,0,0
2213,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,3,Dirk Nannes,1,1,0,1,0.00,6,0,0,0,0
2214,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,4,Abhimanyu Mithun,3,0,31,0,10.33,4,5,0,0,1
2215,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,5,Virat Kohli,2,0,15,0,7.50,1,1,0,0,0
2216,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,6,Tillakaratne Dilshan,1,0,12,0,12.00,1,2,0,0,0
2217,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,7,Asad Pathan,3.3,0,30,0,8.57,4,4,0,0,0
2218,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,1,Praveen Kumar,4,1,37,2,9.25,14,3,3,0,0
2219,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,2,Ryan Harris,4,0,25,1,6.25,13,3,0,0,0
2220,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,3,Ryan McLaren,4,0,31,0,7.75,5,3,0,0,1
2221,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,4,Piyush Chawla,3,0,33,1,11.00,5,4,1,0,0
2222,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,5,Abhishek Nayar,2,0,24,0,12.00,1,2,1,0,0
2223,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,6,Bhargav Bhatt,3,0,35,0,11.66,2,3,1,1,0
2224,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,1,Ravichandran Ashwin,4,0,37,0,9.25,5,5,0,1,0
2225,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,2,Tim Southee,4,0,33,1,8.25,10,6,0,0,0
2226,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,3,Albie Morkel,3,0,38,1,12.66,2,5,1,0,0
2227,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,4,Suraj Randiv,4,0,32,1,8.00,6,4,0,0,0
2228,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,5,Scott Styris,1,0,13,0,13.00,1,1,1,0,0
2229,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,6,Shadab Jakati,2.1,0,28,0,12.92,0,3,1,0,0
2230,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,7,Suresh Raina,1,0,12,0,12.00,2,1,1,0,0
2231,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,1,Alfonso Thomas,3,0,31,1,10.33,6,6,0,0,0
2232,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,2,Shrikant Wagh,2,0,10,0,5.00,8,2,0,0,0
2233,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,3,Wayne Parnell,4,0,35,3,8.75,11,3,1,1,0
2234,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,4,Murali Kartik,4,0,30,0,7.50,10,0,2,1,1
2235,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,5,Rahul Sharma,4,0,18,1,4.50,15,1,1,0,0
2236,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,6,Yuvraj Singh,1,0,12,0,12.00,1,0,1,0,0
2237,Kochi Tuskers Kerala vs Pune Warriors,Pune Warriors,7,Jesse Ryder,2,0,8,1,4.00,5,0,0,0,0
2238,Kochi Tuskers Kerala vs Pune Warriors,Kochi Tuskers Kerala,1,RP Singh,3,0,30,0,10.00,7,3,1,0,0
2239,Kochi Tuskers Kerala vs Pune Warriors,Kochi Tuskers Kerala,2,Sreesanth,3,0,21,0,7.00,8,2,0,4,0
2240,Kochi Tuskers Kerala vs Pune Warriors,Kochi Tuskers Kerala,3,Muthiah Muralidaran,3.5,0,42,1,10.95,7,3,3,1,0
2241,Kochi Tuskers Kerala vs Pune Warriors,Kochi Tuskers Kerala,4,Vinay Kumar,3,0,15,1,5.00,10,1,0,3,0
2242,Kochi Tuskers Kerala vs Pune Warriors,Kochi Tuskers Kerala,5,Ravindra Jadeja,4,0,28,1,7.00,8,1,1,1,0
2243,Kochi Tuskers Kerala vs Pune Warriors,Kochi Tuskers Kerala,6,Brad Hodge,2,0,14,2,7.00,6,2,0,1,0
2244,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Zaheer Khan,4,0,32,3,8.00,9,5,0,1,0
2245,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Johan van der Wath,4,0,30,1,7.50,14,4,1,1,2
2246,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Sreenath Aravind,3,0,26,0,8.66,6,4,0,1,0
2247,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Daniel Vettori,4,0,29,0,7.25,7,3,0,0,0
2248,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Ryan Ninan,3,0,34,1,11.33,3,1,3,0,0
2249,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Tillakaratne Dilshan,2,0,22,0,11.00,2,0,2,0,0
2250,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,1,Dale Steyn,4,0,24,3,6.00,14,3,0,0,2
2251,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,2,Ishant Sharma,4,0,21,1,5.25,14,3,0,0,0
2252,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,3,Manpreet Gony,4,0,31,3,7.75,7,2,1,0,0
2253,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,4,Dan Christian,4,0,22,1,5.50,10,1,0,2,0
2254,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,5,Amit Mishra,4,0,41,1,10.25,7,3,2,0,1
2255,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,1,Brett Lee,4,0,29,0,7.25,10,2,0,2,0
2256,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,2,Lakshmipathy Balaji,4,0,31,0,7.75,12,2,2,2,0
2257,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,3,Jacques Kallis,4,0,31,0,7.75,8,3,0,2,0
2258,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,4,Shakib Al Hasan,4,0,31,2,7.75,9,1,2,2,0
2259,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,5,Rajat Bhatia,1,0,12,0,12.00,0,2,0,0,0
2260,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,6,Iqbal Abdulla,2,0,14,0,7.00,3,0,1,0,0
2261,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,7,Yusuf Pathan,1,0,4,2,4.00,3,0,0,0,0
2262,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,1,Ashok Menaria,2,0,18,0,9.00,5,1,1,1,0
2263,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,2,Amit Singh,2.3,0,26,0,10.40,7,5,0,1,0
2264,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,3,Shane Watson,2,0,18,0,9.00,2,2,0,0,0
2265,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,4,Nayan Doshi,2,0,23,0,11.50,2,1,2,0,0
2266,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,5,Johan Botha,2,0,13,0,6.50,2,1,0,0,0
2267,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,6,Shane Warne,4,0,28,0,7.00,9,4,0,0,0
2268,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,7,Siddharth Trivedi,4,0,34,0,8.50,6,4,0,0,1
2269,Mumbai Indians vs Kochi Tuskers Kerala,Kochi Tuskers Kerala,1,RP Singh,4,0,15,0,3.75,13,1,0,0,0
2270,Mumbai Indians vs Kochi Tuskers Kerala,Kochi Tuskers Kerala,2,Vinay Kumar,4,0,48,0,12.00,8,6,2,3,0
2271,Mumbai Indians vs Kochi Tuskers Kerala,Kochi Tuskers Kerala,3,Thisara Perera,4,0,38,0,9.50,9,3,2,1,0
2272,Mumbai Indians vs Kochi Tuskers Kerala,Kochi Tuskers Kerala,4,Raiphi Gomez,3,0,29,1,9.66,7,2,2,1,0
2273,Mumbai Indians vs Kochi Tuskers Kerala,Kochi Tuskers Kerala,5,Ravindra Jadeja,4,0,29,0,7.25,7,3,0,1,0
2274,Mumbai Indians vs Kochi Tuskers Kerala,Kochi Tuskers Kerala,6,Ramesh Powar,1,0,12,0,12.00,2,1,1,0,0
2275,Mumbai Indians vs Kochi Tuskers Kerala,Mumbai Indians,1,Lasith Malinga,4,0,42,2,10.50,12,9,0,3,0
2276,Mumbai Indians vs Kochi Tuskers Kerala,Mumbai Indians,2,Munaf Patel,3,0,15,0,5.00,10,2,0,0,0
2277,Mumbai Indians vs Kochi Tuskers Kerala,Mumbai Indians,3,Ali Murtaza,4,0,37,0,9.25,9,3,2,1,0
2278,Mumbai Indians vs Kochi Tuskers Kerala,Mumbai Indians,4,Kieron Pollard,3,0,43,0,14.33,4,6,1,3,0
2279,Mumbai Indians vs Kochi Tuskers Kerala,Mumbai Indians,5,Harbhajan Singh,4,0,33,0,8.25,6,2,1,0,0
2280,Mumbai Indians vs Kochi Tuskers Kerala,Mumbai Indians,6,Rajagopal Sathish,1,0,11,0,11.00,0,1,0,0,0
2281,Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Zaheer Khan,4,0,33,1,8.25,9,4,1,0,0
2282,Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Daniel Vettori,4,0,23,0,5.75,13,2,1,0,0
2283,Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Johan van der Wath,4,0,49,2,12.25,5,7,1,1,0
2284,Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Tillakaratne Dilshan,2,0,21,0,10.50,0,3,0,0,0
