,match,BowlingTeam,bowling_pos,bowlerName,O,M,R,W,ECON,0s,4s,6s,WD,NB
1880,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,2,Irfan Pathan,4,0,29,3,7.25,9,4,0,0,0
1881,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,3,Love Ablish,2,0,17,2,8.50,5,3,0,1,0
1882,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,4,Piyush Chawla,4,0,24,3,6.00,9,2,0,0,0
1883,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,5,Yuvraj Singh,2,0,15,0,7.50,1,1,0,0,0
1884,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,6,Ramesh Powar,4,0,28,0,7.00,6,1,1,0,0
1885,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,1,Ryan McLaren,2,0,13,0,6.50,5,2,0,0,0
1886,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,2,Zaheer Khan,3.2,0,36,0,10.80,7,7,0,0,0
1887,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,3,Lasith Malinga,4,0,36,2,9.00,12,6,1,0,0
1888,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,4,Harbhajan Singh,4,0,34,0,8.50,6,3,1,1,0
1889,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,5,Rajagopal Sathish,2,0,14,0,7.00,3,1,0,1,0
1890,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,6,Jean-Paul Duminy,3,0,15,1,5.00,8,0,1,0,0
1891,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,7,Kieron Pollard,1,0,9,1,9.00,2,1,0,1,0
1892,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,1,Ryan Harris,4,0,18,3,4.50,11,1,0,0,0
1893,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,2,RP Singh,2,0,18,1,9.00,3,2,0,1,0
1894,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,3,Rohit Sharma,2,0,19,0,9.50,4,2,0,2,0
1895,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,4,Harmeet Singh,4,0,21,1,5.25,10,0,1,0,0
1896,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,5,Dwayne Smith,1,0,14,0,14.00,1,3,0,0,0
1897,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,6,Andrew Symonds,4,0,23,1,5.75,10,1,1,0,0
1898,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,7,Pragyan Ojha,3,0,20,1,6.66,6,0,1,0,0
1899,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,1,Ravichandran Ashwin,4,0,13,2,3.25,18,1,0,1,0
1900,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,2,Doug Bollinger,3,0,31,0,10.33,4,3,1,2,0
1901,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,3,Shadab Jakati,4,0,29,1,7.25,11,1,2,0,0
1902,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,4,Thilan Thushara,4,0,27,0,6.75,10,1,1,2,0
1903,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,5,Suresh Raina,3.1,0,25,1,7.89,6,1,1,1,0
1904,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,6,Sudeep Tyagi,1,0,12,0,12.00,3,1,1,0,0
1905,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Praveen Kumar,3,0,37,0,12.33,5,4,2,2,0
1906,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Dale Steyn,4,0,27,1,6.75,13,3,1,1,0
1907,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Jacques Kallis,4,0,31,2,7.75,9,0,3,1,0
1908,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Anil Kumble,4,0,17,1,4.25,15,1,0,1,0
1909,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Sridharan Sriram,2,0,24,0,12.00,2,3,1,0,0
1910,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Vinay Kumar,3,0,23,3,7.66,9,2,1,1,0
1911,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,1,Ashok Dinda,3.1,0,15,2,4.73,10,1,0,0,0
1912,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,2,Ishant Sharma,4,0,46,0,11.50,7,6,1,2,0
1913,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,3,Ajit Agarkar,3,0,29,0,9.66,5,2,2,0,0
1914,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,4,Angelo Mathews,3,0,25,1,8.33,5,2,1,0,0
1915,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,5,Ajantha Mendis,4,0,44,0,11.00,7,2,3,1,0
1916,Delhi Daredevils vs Kings XI Punjab,Kings XI Punjab,1,Ramesh Powar,4,0,25,0,6.25,17,1,0,3,0
1917,Delhi Daredevils vs Kings XI Punjab,Kings XI Punjab,2,Irfan Pathan,3.4,0,24,3,6.54,12,3,0,3,0
1918,Delhi Daredevils vs Kings XI Punjab,Kings XI Punjab,3,Love Ablish,2,0,19,1,9.50,3,2,0,2,0
1919,Delhi Daredevils vs Kings XI Punjab,Kings XI Punjab,4,Piyush Chawla,4,0,16,2,4.00,14,2,0,0,0
1920,Delhi Daredevils vs Kings XI Punjab,Kings XI Punjab,5,Yuvraj Singh,4,0,14,1,3.50,11,0,0,0,0
1921,Delhi Daredevils vs Kings XI Punjab,Kings XI Punjab,6,Rusty Theron,2,0,11,1,5.50,3,0,0,0,0
1922,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,1,Ashish Nehra,2,0,8,0,4.00,7,1,0,0,0
1923,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,2,Farveez Maharoof,2,0,16,0,8.00,4,1,1,0,0
1924,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,3,Amit Mishra,4,0,15,1,3.75,12,1,0,0,0
1925,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,4,Rajat Bhatia,2,0,19,0,9.50,4,2,1,0,0
1926,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,5,Daniel Vettori,3.4,0,27,0,7.36,8,4,0,1,0
1927,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,6,Paul Collingwood,4,0,19,2,4.75,11,2,0,0,0
1928,Delhi Daredevils vs Kings XI Punjab,Delhi Daredevils,7,Virender Sehwag,1,0,3,0,3.00,3,0,0,0,0
1929,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,1,Yusuf Pathan,4,0,24,0,6.00,11,3,0,2,0
1930,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,2,Shane Watson,4,0,37,3,9.25,10,7,0,1,0
1931,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,3,Aditya Dole,3,0,34,1,11.33,6,4,1,3,0
1932,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,4,Abhishek Jhunjhunwala,1,0,6,0,6.00,3,1,0,0,0
1933,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,5,Shane Warne,4,0,34,0,8.50,6,4,0,1,0
1934,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,6,Siddharth Trivedi,4,0,35,1,8.75,6,1,2,1,0
1935,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,1,Zaheer Khan,4,1,17,2,4.25,15,1,1,0,0
1936,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,2,Dhawal Kulkarni,4,0,40,1,10.00,10,3,2,1,0
1937,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,3,Lasith Malinga,4,0,23,0,5.75,10,1,1,0,0
1938,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,4,Harbhajan Singh,4,0,21,1,5.25,8,0,0,2,0
1939,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,5,Sanath Jayasuriya,2,0,16,0,8.00,1,1,0,0,0
1940,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,6,Kieron Pollard,2,0,19,1,9.50,3,1,1,0,0
1941,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Dale Steyn,4,0,18,3,4.50,14,2,0,2,0
1942,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Vinay Kumar,3,0,19,1,6.33,8,0,1,0,0
1943,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Jacques Kallis,4,0,40,0,10.00,9,6,1,0,0
1944,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Anil Kumble,4,0,27,1,6.75,9,1,1,0,1
1945,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Virat Kohli,2,0,16,0,8.00,3,0,1,0,0
1946,Deccan Chargers vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,KP Appanna,3,0,27,0,9.00,5,2,1,1,0
1947,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,1,Ryan Harris,3.4,0,34,2,9.27,9,1,2,3,0
1948,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,2,RP Singh,4,0,21,2,5.25,12,1,0,2,0
1949,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,3,Andrew Symonds,4,0,33,1,8.25,5,3,1,0,0
1950,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,4,Pragyan Ojha,4,0,22,2,5.50,12,2,0,0,0
1951,Deccan Chargers vs Royal Challengers Bangalore,Deccan Chargers,5,Harmeet Singh,4,0,24,2,6.00,9,2,0,2,0
1952,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,1,Ashish Nehra,4,0,30,1,7.50,10,3,1,1,0
1953,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,2,Pradeep Sangwan,4,0,35,2,8.75,11,3,1,2,2
1954,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,3,Amit Mishra,3,0,30,0,10.00,5,5,0,0,0
1955,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,4,Andrew McDonald,4,0,42,1,10.50,5,2,3,0,0
1956,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,5,Paul Collingwood,4,0,27,0,6.75,5,0,1,0,0
1957,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,6,Sarabjit Ladda,1,0,14,0,14.00,1,1,1,0,0
1958,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,1,Zaheer Khan,2,0,23,0,11.50,4,3,1,0,0
1959,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,2,Dilhara Fernando,4,0,32,2,8.00,7,4,0,0,1
1960,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,3,Harbhajan Singh,4,0,24,1,6.00,7,2,0,0,0
1961,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,4,Dwayne Bravo,2,0,26,0,13.00,1,2,1,1,0
1962,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,5,Ali Murtaza,4,0,18,2,4.50,6,0,0,0,0
1963,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,6,Kieron Pollard,4,0,15,0,3.75,10,0,0,0,0
1964,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,1,Ravichandran Ashwin,4,0,16,3,4.00,16,0,1,1,0
1965,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,2,Doug Bollinger,4,1,15,2,3.75,18,3,0,0,0
1966,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,3,Albie Morkel,2,0,14,0,7.00,3,0,0,1,0
1967,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,4,Shadab Jakati,4,0,23,1,5.75,10,2,0,1,0
1968,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,5,Muthiah Muralidaran,4,0,47,1,11.75,8,4,2,3,0
1969,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,6,Suresh Raina,2,0,18,1,9.00,4,0,2,0,0
1970,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,1,Chris Gayle,3,0,35,1,11.66,8,4,0,2,0
1971,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,2,Ashok Dinda,2,0,25,0,12.50,4,5,0,1,0
1972,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,3,Ajit Agarkar,2,0,14,0,7.00,5,2,0,1,0
1973,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,4,Iqbal Abdulla,2.3,0,21,0,8.40,7,1,2,0,0
1974,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,5,David Hussey,2,0,22,0,11.00,2,2,1,0,0
1975,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,6,Angelo Mathews,1,0,15,0,15.00,1,1,1,1,0
1976,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,7,Laxmi Shukla,1,0,9,0,9.00,2,0,1,0,0
1977,Rajasthan Royals vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Anil Kumble,4,0,28,0,7.00,8,3,0,0,1
1978,Rajasthan Royals vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Dale Steyn,4,0,15,1,3.75,16,2,0,1,0
1979,Rajasthan Royals vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Vinay Kumar,4,0,36,1,9.00,10,4,1,0,0
1980,Rajasthan Royals vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Pankaj Singh,4,1,27,2,6.75,12,5,0,0,0
1981,Rajasthan Royals vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Jacques Kallis,4,0,19,1,4.75,12,0,0,1,0
1982,Rajasthan Royals vs Royal Challengers Bangalore,Rajasthan Royals,1,Shane Watson,4,0,24,0,6.00,13,3,0,0,0
1983,Rajasthan Royals vs Royal Challengers Bangalore,Rajasthan Royals,2,Kamran Khan,3,0,30,1,10.00,8,5,1,0,0
1984,Rajasthan Royals vs Royal Challengers Bangalore,Rajasthan Royals,3,Siddharth Trivedi,3.4,0,32,2,8.72,9,4,1,0,0
1985,Rajasthan Royals vs Royal Challengers Bangalore,Rajasthan Royals,4,Adam Voges,1,0,17,0,17.00,1,4,0,0,0
1986,Rajasthan Royals vs Royal Challengers Bangalore,Rajasthan Royals,5,Shane Warne,4,0,28,1,7.00,13,2,2,0,0
1987,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,1,Dirk Nannes,3,0,25,1,8.33,8,2,0,2,1
1988,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,2,Ashish Nehra,4,0,26,3,6.50,13,4,0,0,0
1989,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,3,Umesh Yadav,1,0,11,0,11.00,4,2,0,1,0
1990,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,4,Tillakaratne Dilshan,4,0,19,1,4.75,11,0,1,0,0
1991,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,5,Virender Sehwag,4,0,18,2,4.50,13,2,0,0,0
1992,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,6,Amit Mishra,4,0,13,1,3.25,13,0,0,0,1
1993,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,1,Ravichandran Ashwin,4,0,24,1,6.00,10,3,0,0,0
1994,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,2,Doug Bollinger,4,0,24,2,6.00,12,2,0,1,0
1995,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,3,Shadab Jakati,3,0,14,1,4.66,9,0,0,0,0
1996,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,4,Albie Morkel,2.4,0,16,0,6.00,5,0,0,1,0
1997,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,5,Lakshmipathy Balaji,2,0,16,0,8.00,5,1,0,2,0
1998,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,6,Suresh Raina,3,0,15,0,5.00,9,2,0,0,0
1999,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,1,Ryan Harris,4,0,27,1,6.75,14,3,1,2,0
2000,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,2,RP Singh,4,0,51,1,12.75,8,9,1,1,0
2001,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,3,Mitchell Marsh,4,0,32,0,8.00,9,5,0,0,0
2002,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,4,Andrew Symonds,2,0,16,0,8.00,5,1,1,0,0
2003,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,5,Rohit Sharma,1,0,8,0,8.00,1,1,0,0,0
2004,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,6,Pragyan Ojha,2,0,19,0,9.50,5,3,0,0,1
2005,Kings XI Punjab vs Deccan Chargers,Deccan Chargers,7,Rahul Sharma,3,0,18,1,6.00,9,1,1,1,0
2006,Kings XI Punjab vs Deccan Chargers,Kings XI Punjab,1,Vikramjeet Malik,2.1,0,23,1,10.61,6,5,0,1,0
2007,Kings XI Punjab vs Deccan Chargers,Kings XI Punjab,2,Irfan Pathan,3,0,35,1,11.66,6,3,2,1,0
2008,Kings XI Punjab vs Deccan Chargers,Kings XI Punjab,3,Shalabh Srivastava,4,0,36,0,9.00,9,3,2,2,0
2009,Kings XI Punjab vs Deccan Chargers,Kings XI Punjab,4,Rusty Theron,4,0,32,1,8.00,9,3,1,3,0
2010,Kings XI Punjab vs Deccan Chargers,Kings XI Punjab,5,Piyush Chawla,4,0,24,1,6.00,8,2,0,0,0
2011,Kings XI Punjab vs Deccan Chargers,Kings XI Punjab,6,Yuvraj Singh,2,0,22,1,11.00,3,1,2,0,0
2012,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Dale Steyn,4,0,18,0,4.50,10,1,0,1,0
2013,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Vinay Kumar,3,0,26,0,8.66,8,5,0,0,0
2014,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Pankaj Singh,4,0,54,0,13.50,11,2,5,3,0
2015,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Jacques Kallis,4,0,41,2,10.25,8,4,2,1,0
2016,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Anil Kumble,4,0,38,1,9.50,5,2,2,1,0
2017,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Kevin Pietersen,1,0,10,1,10.00,1,0,1,0,0
2018,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,1,Zaheer Khan,4,0,30,1,7.50,7,2,1,0,0
2019,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,2,Dilhara Fernando,4,0,24,2,6.00,14,3,1,0,0
2020,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,3,Ryan McLaren,4,0,21,1,5.25,9,1,0,0,0
2021,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,4,Harbhajan Singh,4,0,28,2,7.00,7,2,1,0,0
2022,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,5,Kieron Pollard,4,0,28,3,7.00,5,2,0,2,0
2023,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,1,Shane Bond,4,1,20,1,5.00,15,3,0,1,0
2024,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,2,Ashok Dinda,4,0,24,2,6.00,10,3,0,0,0
2025,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,3,Murali Kartik,4,0,31,1,7.75,8,5,0,0,0
2026,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,4,Jaydev Unadkat,4,0,26,3,6.50,10,2,1,0,0
2027,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,5,Laxmi Shukla,4,0,30,1,7.50,6,1,1,0,0
2028,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,1,Yusuf Pathan,3,0,32,0,10.66,4,5,0,3,0
2029,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,2,Shane Watson,3,0,17,0,5.66,13,4,0,0,0
2030,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,3,Kamran Khan,2,0,13,2,6.50,7,2,0,2,0
2031,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,4,Siddharth Trivedi,2,0,16,0,8.00,5,3,0,0,0
2032,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,5,Shane Warne,3,0,20,0,6.66,6,2,0,1,0
2033,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,6,Aaron Finch,1.1,0,5,0,4.28,3,0,0,0,0
2034,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,7,Adam Voges,1,0,16,0,16.00,1,0,2,1,0
2035,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,8,Faiz Fazal,1,0,14,0,14.00,1,1,1,0,0
2036,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,1,Sudeep Tyagi,2,0,24,0,12.00,5,2,2,1,0
2037,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,2,Doug Bollinger,4,0,39,0,9.75,9,3,2,1,0
2038,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,3,Albie Morkel,4,0,48,1,12.00,7,6,2,1,0
2039,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,4,Ravichandran Ashwin,4,0,20,1,5.00,11,2,0,0,0
2040,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,5,Suresh Raina,4,0,33,1,8.25,6,3,1,0,0
2041,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,6,Justin Kemp,1,0,12,0,12.00,0,2,0,0,0
2042,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,7,Shadab Jakati,1,0,14,0,14.00,0,1,1,0,0
2043,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,1,Ramesh Powar,4,0,28,2,7.00,11,3,1,1,0
2044,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,2,Irfan Pathan,3.4,0,44,0,12.00,7,6,2,0,0
2045,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,3,Vikram Singh,3,0,40,0,13.33,5,4,2,2,1
2046,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,4,Piyush Chawla,4,0,28,1,7.00,11,3,1,0,0
2047,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,5,Rusty Theron,4,0,43,1,10.75,4,5,1,1,0
2048,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,6,Yuvraj Singh,1,0,7,0,7.00,2,1,0,0,0
2049,Deccan Chargers vs Delhi Daredevils,Delhi Daredevils,1,Dirk Nannes,4,0,22,0,5.50,11,3,0,0,0
2050,Deccan Chargers vs Delhi Daredevils,Delhi Daredevils,2,Ashish Nehra,4,0,32,2,8.00,10,3,1,0,0
2051,Deccan Chargers vs Delhi Daredevils,Delhi Daredevils,3,Umesh Yadav,4,0,24,2,6.00,13,4,0,1,0
2052,Deccan Chargers vs Delhi Daredevils,Delhi Daredevils,4,Amit Mishra,4,0,28,1,7.00,9,1,2,0,0
2053,Deccan Chargers vs Delhi Daredevils,Delhi Daredevils,5,Paul Collingwood,3,0,23,1,7.66,4,1,1,0,0
2054,Deccan Chargers vs Delhi Daredevils,Delhi Daredevils,6,Tillakaratne Dilshan,1,0,14,0,14.00,2,0,2,0,0
2055,Deccan Chargers vs Delhi Daredevils,Deccan Chargers,1,Chaminda Vaas,4,0,19,1,4.75,11,2,0,0,0
2056,Deccan Chargers vs Delhi Daredevils,Deccan Chargers,2,Mitchell Marsh,2,0,19,1,9.50,5,3,0,0,1
2057,Deccan Chargers vs Delhi Daredevils,Deccan Chargers,3,Harmeet Singh,4,0,41,2,10.25,8,4,2,1,0
2058,Deccan Chargers vs Delhi Daredevils,Deccan Chargers,4,Andrew Symonds,2,0,8,0,4.00,5,0,0,0,0
2059,Deccan Chargers vs Delhi Daredevils,Deccan Chargers,5,Pragyan Ojha,4,0,16,2,4.00,11,1,0,0,0
2060,Deccan Chargers vs Delhi Daredevils,Deccan Chargers,6,Rahul Sharma,4,0,29,0,7.25,8,0,2,1,0
2061,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,1,Shane Bond,4,0,24,2,6.00,8,2,0,0,0
2062,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,2,Ashok Dinda,4,0,20,1,5.00,13,2,0,1,0
2063,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,3,Jaydev Unadkat,4,0,27,1,6.75,8,3,0,0,0
2064,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,4,Sourav Ganguly,1,0,13,0,13.00,1,1,1,0,0
2065,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,5,Murali Kartik,4,0,20,2,5.00,11,2,0,0,0
2066,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,6,David Hussey,2,0,14,0,7.00,5,2,0,0,0
2067,Mumbai Indians vs Kolkata Knight Riders,Kolkata Knight Riders,7,Manoj Tiwary,1,0,11,1,11.00,2,0,1,1,0
2068,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,1,Ali Murtaza,4,0,27,0,6.75,11,1,1,1,0
2069,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,2,Dilhara Fernando,3,0,27,0,9.00,8,3,1,1,1
2070,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,3,Ryan McLaren,3,0,26,0,8.66,8,3,1,1,0
2071,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,4,Dwayne Bravo,2,0,7,0,3.50,6,0,0,1,0
2072,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,5,Stuart Binny,1,0,9,0,9.00,0,1,0,0,0
2073,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,6,Jean-Paul Duminy,2.3,0,22,0,8.80,5,4,0,0,0
2074,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,7,Rajagopal Sathish,2,0,11,1,5.50,6,1,0,1,0
2075,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Praveen Kumar,3,0,29,0,9.66,8,4,0,1,0
2076,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Dale Steyn,4,0,43,2,10.75,10,4,2,3,0
2077,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Vinay Kumar,2,0,25,0,12.50,4,1,2,1,0
2078,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Jacques Kallis,2,0,25,0,12.50,1,3,1,0,0
2079,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Anil Kumble,4,0,30,1,7.50,9,1,1,0,2
2080,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Kevin Pietersen,4,0,20,1,5.00,8,1,0,0,0
2081,Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Virat Kohli,1,0,10,0,10.00,2,0,1,0,0
2082,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,1,Zaheer Khan,4,0,34,0,8.50,8,5,0,0,0
2083,Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,2,Dilhara Fernando,4,0,28,1,7.00,11,3,0,1,1
